+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX  | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| 5      | 0   | 4      | 0    | 1    | 0   | GET    | /api/isu/e4bb1e67-0058-4d12-b8b9-9b0e82f69f5b       | 0.008 | 1.000 | 1.536    | 0.307 | 1.000 | 1.000 | 1.000 | 0.382  | 140.000   | 140.000   | 560.000      | 112.000   |
| 2      | 0   | 2      | 0    | 0    | 0   | GET    | /api/isu/fd36bca8-7978-4e3d-b0ef-f9a84cea0ac9/graph | 0.212 | 0.352 | 0.564    | 0.282 | 0.352 | 0.352 | 0.352 | 0.070  | 4029.000  | 4695.000  | 8724.000     | 4362.000  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/bb9f6f83-108d-4346-b457-f2a6a00ee86c       | 0.020 | 0.948 | 1.072    | 0.268 | 0.948 | 0.948 | 0.948 | 0.393  | 134.000   | 134.000   | 536.000      | 134.000   |
| 7      | 0   | 7      | 0    | 0    | 0   | GET    | /api/isu/e4bb1e67-0058-4d12-b8b9-9b0e82f69f5b/graph | 0.012 | 0.932 | 1.808    | 0.258 | 0.932 | 0.932 | 0.932 | 0.308  | 4369.000  | 7075.000  | 37971.000    | 5424.429  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/b6782db4-f336-4f0c-b81c-7e873de47ed8       | 0.000 | 0.736 | 1.000    | 0.250 | 0.736 | 0.736 | 0.736 | 0.296  | 140.000   | 140.000   | 560.000      | 140.000   |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/a2ee9280-68a0-4eda-b7ea-e792c136f1fb/graph | 0.028 | 0.324 | 0.976    | 0.244 | 0.324 | 0.324 | 0.324 | 0.125  | 3025.000  | 6729.000  | 19070.000    | 4767.500  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/defd0e25-6c28-4eec-9a05-99a41ef982b2       | 0.020 | 0.660 | 0.916    | 0.229 | 0.660 | 0.660 | 0.660 | 0.259  | 140.000   | 140.000   | 560.000      | 140.000   |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/ee81de25-d4cb-4329-8496-27ad0c17920c       | 0.028 | 0.652 | 0.892    | 0.223 | 0.652 | 0.652 | 0.652 | 0.256  | 140.000   | 140.000   | 560.000      | 140.000   |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/f6ee1743-f4b9-4731-9f52-4f6a68991f5c       | 0.024 | 0.620 | 0.852    | 0.213 | 0.620 | 0.620 | 0.620 | 0.239  | 134.000   | 134.000   | 536.000      | 134.000   |
