+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX  | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| 5      | 0   | 4      | 0    | 1    | 0   | GET    | /api/isu/a6aa01ab-8640-4a69-bed8-b2550e0b2f43       | 0.012 | 1.000 | 2.172    | 0.434 | 1.000 | 1.000 | 1.000 | 0.341  | 0.000     | 134.000   | 536.000      | 107.200   |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/cd0ce1f7-5d51-48d3-81f6-d3e98c8bcea2       | 0.028 | 0.880 | 1.144    | 0.286 | 0.880 | 0.880 | 0.880 | 0.355  | 140.000   | 140.000   | 560.000      | 140.000   |
| 5      | 0   | 4      | 0    | 1    | 0   | GET    | /api/isu/b1bce44e-5573-4f99-a33c-da6417cf30fd       | 0.012 | 1.000 | 1.424    | 0.285 | 1.000 | 1.000 | 1.000 | 0.364  | 134.000   | 134.000   | 536.000      | 107.200   |
| 8      | 0   | 7      | 0    | 1    | 0   | GET    | /api/isu/a33e7cf0-0a4f-40db-959f-022c73ae5454       | 0.004 | 1.000 | 2.244    | 0.280 | 1.000 | 1.000 | 1.000 | 0.335  | 137.000   | 137.000   | 959.000      | 119.875   |
| 7      | 0   | 7      | 0    | 0    | 0   | GET    | /api/isu/c841d945-b8a6-48bf-bae5-841a4205dfc3       | 0.008 | 0.568 | 1.316    | 0.188 | 0.568 | 0.568 | 0.568 | 0.202  | 149.000   | 149.000   | 1043.000     | 149.000   |
| 3      | 0   | 3      | 0    | 0    | 0   | GET    | /api/isu/af9a9906-9d8d-4109-8670-8dbfc7407e14/graph | 0.056 | 0.264 | 0.540    | 0.180 | 0.264 | 0.264 | 0.264 | 0.090  | 3179.000  | 6648.000  | 14675.000    | 4891.667  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/c1893a20-abd7-4cf2-bef5-b4bfbd5c08e4       | 0.072 | 0.312 | 0.720    | 0.180 | 0.312 | 0.312 | 0.312 | 0.101  | 152.000   | 152.000   | 608.000      | 152.000   |
| 2      | 0   | 2      | 0    | 0    | 0   | GET    | /api/isu/ab5750e7-b28a-4202-acde-0c724c657257/graph | 0.008 | 0.352 | 0.360    | 0.180 | 0.352 | 0.352 | 0.352 | 0.172  | 4362.000  | 5340.000  | 9702.000     | 4851.000  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/f99de0c3-91eb-4aaa-94a8-444968c7c2bb/graph | 0.056 | 0.440 | 0.716    | 0.179 | 0.440 | 0.440 | 0.440 | 0.155  | 3873.000  | 5452.000  | 19511.000    | 4877.750  |
| 7497   | 0   | 7390   | 0    | 107  | 0   | GET    | /api/trend                                          | 0.004 | 1.024 | 1327.596 | 0.177 | 0.408 | 0.560 | 1.000 | 0.190  | 0.000     | 18339.000 | 85319213.000 | 11380.447 |
| 5      | 0   | 5      | 0    | 0    | 0   | GET    | /api/isu/bb6164a5-ad52-4196-bf54-485b6b02e9ce       | 0.028 | 0.648 | 0.876    | 0.175 | 0.648 | 0.648 | 0.648 | 0.237  | 146.000   | 146.000   | 730.000      | 146.000   |
| 22     | 0   | 20     | 0    | 2    | 0   | GET    | /api/isu/c045c0b3-bdb2-48f3-8d8c-0940c57a73a3       | 0.004 | 1.004 | 3.792    | 0.172 | 0.428 | 1.000 | 1.004 | 0.279  | 137.000   | 137.000   | 2740.000     | 124.545   |
| 23     | 0   | 21     | 0    | 2    | 0   | GET    | /api/isu/a33e7cf0-0a4f-40db-959f-022c73ae5454/graph | 0.008 | 1.012 | 3.852    | 0.167 | 0.388 | 1.000 | 1.012 | 0.273  | 3694.000  | 5913.000  | 107793.000   | 4686.652  |
| 5310   | 0   | 4926   | 0    | 384  | 0   | GET    | /api/condition/[a-z0-9-]+                           | 0.008 | 1.028 | 862.064  | 0.162 | 0.400 | 0.604 | 1.000 | 0.202  | 0.000     | 7437.000  | 25931574.000 | 4883.536  |
| 27     | 0   | 26     | 0    | 1    | 0   | GET    | /api/isu/c1bcdc4f-2a31-4029-9082-968827b04f51/graph | 0.020 | 1.000 | 4.184    | 0.155 | 0.416 | 0.704 | 1.000 | 0.224  | 3705.000  | 6143.000  | 133414.000   | 4941.259  |
| 5      | 0   | 5      | 0    | 0    | 0   | GET    | /api/isu/dc6cfe42-bf21-486d-9c2e-9ff8114e15b2       | 0.036 | 0.308 | 0.764    | 0.153 | 0.308 | 0.308 | 0.308 | 0.104  | 137.000   | 137.000   | 685.000      | 137.000   |
| 5      | 0   | 4      | 0    | 1    | 0   | GET    | /api/isu/d6b6ece5-7f3e-4fd7-b71a-934845b431cb/graph | 0.012 | 0.480 | 0.764    | 0.153 | 0.480 | 0.480 | 0.480 | 0.171  | 0.000     | 5567.000  | 19750.000    | 3950.000  |
| 18     | 0   | 17     | 0    | 1    | 0   | GET    | /api/isu/b7c68bf9-2034-4270-8b19-d4faa1a1b65c/graph | 0.012 | 1.000 | 2.720    | 0.151 | 0.496 | 1.000 | 1.000 | 0.233  | 3371.000  | 6091.000  | 77346.000    | 4297.000  |
| 2      | 0   | 2      | 0    | 0    | 0   | GET    | /api/isu/c1893a20-abd7-4cf2-bef5-b4bfbd5c08e4/graph | 0.048 | 0.240 | 0.288    | 0.144 | 0.240 | 0.240 | 0.240 | 0.096  | 2691.000  | 6185.000  | 8876.000     | 4438.000  |
