+--------+-----+--------+-----+-----+-----+--------+-----------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX | 4XX | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
+--------+-----+--------+-----+-----+-----+--------+-----------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| 1      | 0   | 1      | 0   | 0   | 0   | POST   | /initialize                                         | 0.152 | 0.152 | 0.152   | 0.152 | 0.152 | 0.152 | 0.152 | 0.000  | 18.000    | 18.000    | 18.000       | 18.000    |
| 413    | 0   | 409    | 0   | 4   | 0   | POST   | /api/isu                                            | 0.048 | 0.836 | 62.740  | 0.152 | 0.268 | 0.344 | 0.648 | 0.106  | 15.000    | 144.000   | 49931.000    | 120.898   |
| 1      | 0   | 1      | 0   | 0   | 0   | GET    | /api/isu/b9b023a9-1db0-453f-823c-7ae7a6497df4       | 0.108 | 0.108 | 0.108   | 0.108 | 0.108 | 0.108 | 0.108 | 0.000  | 120.000   | 120.000   | 120.000      | 120.000   |
| 1      | 0   | 1      | 0   | 0   | 0   | GET    | /api/isu/ec4b26f8-0a42-40aa-b514-221237a244b1       | 0.108 | 0.108 | 0.108   | 0.108 | 0.108 | 0.108 | 0.108 | 0.000  | 126.000   | 126.000   | 126.000      | 126.000   |
| 1      | 0   | 1      | 0   | 0   | 0   | GET    | /api/isu/c7eca090-65d6-4ffa-a83c-3c80baf487d0       | 0.064 | 0.064 | 0.064   | 0.064 | 0.064 | 0.064 | 0.064 | 0.000  | 126.000   | 126.000   | 126.000      | 126.000   |
| 4      | 0   | 4      | 0   | 0   | 0   | GET    | /api/isu/d54f1cd9-d592-4672-bf0f-ba1eae06dfdd       | 0.208 | 0.208 | 0.216   | 0.054 | 0.208 | 0.208 | 0.208 | 0.089  | 123.000   | 123.000   | 492.000      | 123.000   |
| 10     | 0   | 6      | 0   | 4   | 0   | GET    | /api/isu/efc8cba1-9e1b-4a37-8dd5-23933062e712/graph | 0.000 | 0.208 | 0.412   | 0.041 | 0.100 | 0.208 | 0.208 | 0.063  | 14.000    | 771.000   | 3404.000     | 340.400   |
| 1      | 0   | 1      | 0   | 0   | 0   | GET    | /api/isu/f0b6b8e2-0012-4468-b95d-d5edca265b23       | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 117.000   | 117.000   | 117.000      | 117.000   |
| 1      | 0   | 1      | 0   | 0   | 0   | GET    | /api/isu/e292a6cd-73ee-4823-a9dd-cf4af76c210e       | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 120.000   | 120.000   | 120.000      | 120.000   |
| 1      | 0   | 1      | 0   | 0   | 0   | GET    | /api/isu/b01d96a4-bb17-41da-9fc8-b7422716cd7a       | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 132.000   | 132.000   | 132.000      | 132.000   |
| 7      | 0   | 7      | 0   | 0   | 0   | GET    | /api/isu/e92c4448-3df2-4a33-bf91-dcae196efd7b       | 0.004 | 0.208 | 0.228   | 0.033 | 0.208 | 0.208 | 0.208 | 0.072  | 129.000   | 129.000   | 903.000      | 129.000   |
| 4      | 0   | 4      | 0   | 0   | 0   | GET    | /api/isu/a75a4deb-450e-4d88-a488-ea12627174ec/graph | 0.000 | 0.112 | 0.124   | 0.031 | 0.112 | 0.112 | 0.112 | 0.047  | 517.000   | 677.000   | 2388.000     | 597.000   |
