+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX  | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| 1      | 0   | 1      | 0    | 0    | 0   | GET    | /api/isu/e1af74ca-898f-434a-9ab5-fefeb0d2340f       | 0.952 | 0.952 | 0.952    | 0.952 | 0.952 | 0.952 | 0.952 | 0.000  | 140.000   | 140.000   | 140.000      | 140.000   |
| 1      | 0   | 1      | 0    | 0    | 0   | GET    | /api/isu/ece1e3e0-669e-4b72-b360-64e6eea7c0ac       | 0.304 | 0.304 | 0.304    | 0.304 | 0.304 | 0.304 | 0.304 | 0.000  | 137.000   | 137.000   | 137.000      | 137.000   |
| 1      | 0   | 1      | 0    | 0    | 0   | GET    | /api/isu/aa4fc4d4-4a73-4386-800a-85ff19c69c9f       | 0.248 | 0.248 | 0.248    | 0.248 | 0.248 | 0.248 | 0.248 | 0.000  | 149.000   | 149.000   | 149.000      | 149.000   |
| 5      | 0   | 5      | 0    | 0    | 0   | GET    | /api/isu/c263cab7-d13a-4079-bbf1-4c1bab7dee8e/graph | 0.100 | 0.368 | 1.152    | 0.230 | 0.368 | 0.368 | 0.368 | 0.101  | 3973.000  | 6366.000  | 26650.000    | 5330.000  |
| 5      | 0   | 5      | 0    | 0    | 0   | GET    | /api/isu/c1bf0a0b-861e-48a8-b2fe-34280763421d       | 0.028 | 0.684 | 1.132    | 0.226 | 0.684 | 0.684 | 0.684 | 0.247  | 140.000   | 140.000   | 700.000      | 140.000   |
| 3      | 0   | 3      | 0    | 0    | 0   | GET    | /api/isu/e7e081b2-a0da-4e11-9c53-c86edcc102e9/graph | 0.140 | 0.388 | 0.676    | 0.225 | 0.388 | 0.388 | 0.388 | 0.115  | 4079.000  | 4879.000  | 13504.000    | 4501.333  |
| 6      | 0   | 6      | 0    | 0    | 0   | GET    | /api/isu/f2065d2e-077c-4210-9b3e-3f955b747ad3       | 0.004 | 0.352 | 1.292    | 0.215 | 0.352 | 0.352 | 0.352 | 0.132  | 137.000   | 137.000   | 822.000      | 137.000   |
| 6      | 0   | 6      | 0    | 0    | 0   | GET    | /api/isu/e7cd309d-fe77-4e6e-b093-c349cde243e4/graph | 0.120 | 0.928 | 1.276    | 0.213 | 0.928 | 0.928 | 0.928 | 0.323  | 4516.000  | 6025.000  | 30919.000    | 5153.167  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/b7c0e51f-3485-43da-88a8-a2ffb21523d3/graph | 0.048 | 0.620 | 0.836    | 0.209 | 0.620 | 0.620 | 0.620 | 0.238  | 3705.000  | 5155.000  | 18277.000    | 4569.250  |
| 19     | 0   | 18     | 0    | 1    | 0   | GET    | /api/isu/f7bee4d7-2d95-4508-836e-fd01b6b8fa3f/graph | 0.012 | 1.004 | 3.884    | 0.204 | 0.632 | 1.004 | 1.004 | 0.248  | 3852.000  | 6905.000  | 96396.000    | 5073.474  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/b7c0e51f-3485-43da-88a8-a2ffb21523d3       | 0.008 | 0.716 | 0.808    | 0.202 | 0.716 | 0.716 | 0.716 | 0.298  | 134.000   | 134.000   | 536.000      | 134.000   |
| 13     | 0   | 12     | 0    | 1    | 0   | GET    | /api/isu/c699121b-14a0-4704-90e0-c9ce40fe8954/graph | 0.016 | 1.000 | 2.600    | 0.200 | 0.520 | 1.000 | 1.000 | 0.265  | 3371.000  | 5376.000  | 53001.000    | 4077.000  |
| 2      | 0   | 2      | 0    | 0    | 0   | GET    | /api/isu/a87e4fc7-3413-437f-a897-ec31004fe060/graph | 0.032 | 0.360 | 0.392    | 0.196 | 0.360 | 0.360 | 0.360 | 0.164  | 3850.000  | 7395.000  | 11245.000    | 5622.500  |
| 13     | 0   | 12     | 0    | 1    | 0   | GET    | /api/isu/a9d485dc-94cc-4e1b-8736-59904e4c8cd3/graph | 0.016 | 1.000 | 2.520    | 0.194 | 0.464 | 1.000 | 1.000 | 0.265  | 3178.000  | 6753.000  | 61054.000    | 4696.462  |
| 7886   | 0   | 7784   | 0    | 102  | 0   | GET    | /api/trend                                          | 0.036 | 1.036 | 1419.065 | 0.180 | 0.412 | 0.564 | 1.000 | 0.188  | 0.000     | 17979.000 | 90789817.000 | 11512.784 |
