+--------+-----+--------+-----+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY) |
+--------+-----+--------+-----+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
| 1786   | 0   | 1237   | 0   | 549  | 0   | GET    | /api/trend                                          | 0.004 | 1.024 | 1441.208 | 0.807 | 1.003 | 1.004 | 1.008 | 0.200  | 0.000     | 10075.000  | 10794707.000  | 6044.069  |
| 1      | 0   | 1      | 0   | 0    | 0   | POST   | /initialize                                         | 0.164 | 0.164 | 0.164    | 0.164 | 0.164 | 0.164 | 0.164 | 0.000  | 23.000    | 23.000     | 23.000        | 23.000    |
| 81     | 0   | 77     | 0   | 4    | 0   | POST   | /api/isu                                            | 0.052 | 0.128 | 5.096    | 0.063 | 0.080 | 0.092 | 0.128 | 0.020  | 15.000    | 151.000    | 10672.000     | 131.753   |
| 17     | 0   | 17     | 0   | 0    | 0   | GET    | /api/isu/f85c6e91-3ee1-4be1-856a-93c3899f9dba/graph | 0.004 | 0.112 | 0.388    | 0.023 | 0.036 | 0.112 | 0.112 | 0.024  | 2691.000  | 6880.000   | 86415.000     | 5083.235  |
| 63     | 0   | 63     | 0   | 0    | 0   | GET    | /api/isu/a046712f-b9d7-45c7-b6e3-68236bbe5e8a/graph | 0.008 | 0.068 | 1.424    | 0.023 | 0.044 | 0.052 | 0.068 | 0.015  | 2691.000  | 7425.000   | 322368.000    | 5116.952  |
| 49     | 0   | 49     | 0   | 0    | 0   | GET    | /api/isu/d1de8189-f549-4ddb-91bd-2de4e99878cd/graph | 0.004 | 0.080 | 1.072    | 0.022 | 0.048 | 0.068 | 0.080 | 0.019  | 2691.000  | 6032.000   | 215889.000    | 4405.898  |
| 61     | 0   | 61     | 0   | 0    | 0   | GET    | /api/isu/b3a9e69b-42d2-44ed-9e4f-dff78da08342/graph | 0.004 | 0.064 | 1.308    | 0.021 | 0.044 | 0.048 | 0.064 | 0.015  | 2691.000  | 7869.000   | 300163.000    | 4920.705  |
| 17     | 0   | 17     | 0   | 0    | 0   | GET    | /api/isu/fb55e11e-d8cc-4bb8-90c7-97f3905333ef/graph | 0.008 | 0.060 | 0.360    | 0.021 | 0.048 | 0.060 | 0.060 | 0.017  | 2691.000  | 7884.000   | 72737.000     | 4278.647  |
| 6614   | 0   | 6528   | 0   | 86   | 0   | GET    | /api/isu                                            | 0.004 | 0.212 | 135.991  | 0.021 | 0.040 | 0.048 | 0.072 | 0.015  | 3.000     | 4636.000   | 18883476.000  | 2855.077  |
| 28     | 0   | 24     | 0   | 4    | 0   | GET    | /api/isu/b808b69d-3e1a-4afa-ab7a-327271cac52d/graph | 0.004 | 0.072 | 0.572    | 0.020 | 0.052 | 0.072 | 0.072 | 0.020  | 14.000    | 7701.000   | 122723.000    | 4382.964  |
| 60     | 0   | 60     | 0   | 0    | 0   | GET    | /api/isu/ee922e43-e76b-43ee-9a33-d44b2898d345/graph | 0.004 | 0.076 | 1.224    | 0.020 | 0.040 | 0.052 | 0.076 | 0.015  | 2691.000  | 6391.000   | 274872.000    | 4581.200  |
| 12     | 0   | 12     | 0   | 0    | 0   | GET    | /api/isu/a06aa5e4-8ece-4a90-8eb4-193f336f3a20/graph | 0.004 | 0.040 | 0.244    | 0.020 | 0.036 | 0.040 | 0.040 | 0.012  | 2691.000  | 6069.000   | 57157.000     | 4763.083  |
| 46     | 0   | 42     | 0   | 4    | 0   | GET    | /api/isu/af487bbf-d632-40bd-b61a-6c8f31e278a7/graph | 0.004 | 0.084 | 0.924    | 0.020 | 0.048 | 0.052 | 0.084 | 0.017  | 14.000    | 7022.000   | 211546.000    | 4598.826  |
| 10819  | 0   | 10213  | 0   | 606  | 0   | GET    | /api/condition/[a-z0-9-]+                           | 0.004 | 0.212 | 215.364  | 0.020 | 0.040 | 0.052 | 0.084 | 0.018  | 0.000     | 7003.000   | 50257413.000  | 4645.292  |
| 327    | 0   | 315    | 0   | 12   | 0   | GET    | /api/isu/ef50afd5-7159-4bd7-b7a6-dec844f85517/graph | 0.004 | 0.084 | 6.416    | 0.020 | 0.036 | 0.048 | 0.072 | 0.014  | 14.000    | 6553.000   | 1565984.000   | 4788.942  |
| 261    | 0   | 253    | 0   | 8    | 0   | GET    | /api/isu/edfc57a7-6670-4381-a874-db7c7c516d2a/graph | 0.004 | 0.084 | 5.096    | 0.020 | 0.036 | 0.044 | 0.064 | 0.014  | 14.000    | 7492.000   | 1198233.000   | 4590.931  |
| 99     | 0   | 95     | 0   | 4    | 0   | GET    | /api/isu/c54c5c68-b598-405a-8e0f-925c823752a9/graph | 0.004 | 0.100 | 1.916    | 0.019 | 0.036 | 0.056 | 0.100 | 0.017  | 14.000    | 6876.000   | 436779.000    | 4411.909  |
| 96     | 0   | 92     | 0   | 4    | 0   | GET    | /api/isu/fe3305e6-9c07-4add-9ac3-48c8bf15cc91/graph | 0.004 | 0.112 | 1.804    | 0.019 | 0.036 | 0.044 | 0.112 | 0.016  | 14.000    | 5876.000   | 405542.000    | 4224.396  |
| 205    | 0   | 196    | 0   | 9    | 0   | GET    | /api/isu/eb79744c-0420-4088-9c8b-8e47bbeb7b89/graph | 0.008 | 0.096 | 3.844    | 0.019 | 0.036 | 0.048 | 0.068 | 0.015  | 0.000     | 6029.000   | 896700.000    | 4374.146  |
| 53     | 0   | 53     | 0   | 0    | 0   | GET    | /api/isu/f99df09a-d5e0-4758-ab2d-9e3f73160f18/graph | 0.008 | 0.056 | 0.988    | 0.019 | 0.032 | 0.048 | 0.056 | 0.012  | 2691.000  | 6735.000   | 251210.000    | 4739.811  |
| 43     | 0   | 39     | 0   | 4    | 0   | GET    | /api/isu/a81f158e-ca43-4fc6-9ae7-c34ac5afde5d/graph | 0.008 | 0.056 | 0.796    | 0.019 | 0.036 | 0.044 | 0.056 | 0.013  | 14.000    | 6550.000   | 181958.000    | 4231.581  |
| 17     | 0   | 17     | 0   | 0    | 0   | GET    | /api/isu/b4986c89-ab89-4457-a862-ebd3bf63076a/graph | 0.004 | 0.060 | 0.304    | 0.018 | 0.036 | 0.060 | 0.060 | 0.013  | 2691.000  | 6030.000   | 75414.000     | 4436.118  |
| 57     | 0   | 55     | 0   | 2    | 0   | GET    | /api/isu/a0d0d7f1-ec60-485a-b71f-31367e0ed012/icon  | 0.004 | 0.072 | 1.012    | 0.018 | 0.040 | 0.068 | 0.072 | 0.018  | 14.000    | 27850.000  | 1531785.000   | 26873.421 |
| 37     | 0   | 33     | 0   | 4    | 0   | GET    | /api/isu/eb2967c7-b79d-4a06-b03c-bb835ce8733b/graph | 0.012 | 0.060 | 0.656    | 0.018 | 0.044 | 0.052 | 0.060 | 0.015  | 14.000    | 7020.000   | 163131.000    | 4408.946  |
| 58     | 0   | 58     | 0   | 0    | 0   | GET    | /api/isu/eba10fdd-1fd4-430d-aac5-c48bcf9dee34/graph | 0.004 | 0.064 | 1.004    | 0.017 | 0.032 | 0.044 | 0.064 | 0.012  | 2691.000  | 6721.000   | 277520.000    | 4784.828  |
| 37     | 0   | 37     | 0   | 0    | 0   | GET    | /api/isu/fb55e11e-d8cc-4bb8-90c7-97f3905333ef       | 0.004 | 0.096 | 0.640    | 0.017 | 0.052 | 0.060 | 0.096 | 0.020  | 134.000   | 134.000    | 4958.000      | 134.000   |
| 89     | 0   | 85     | 0   | 4    | 0   | GET    | /api/isu/e0eadf82-796b-467f-991a-2d0fded9f698/graph | 0.008 | 0.068 | 1.496    | 0.017 | 0.036 | 0.040 | 0.068 | 0.013  | 14.000    | 6201.000   | 370609.000    | 4164.146  |
| 47     | 0   | 47     | 0   | 0    | 0   | GET    | /api/isu/c3e4c6b1-85db-4032-b1cd-f1bf25bf4f72/graph | 0.004 | 0.044 | 0.788    | 0.017 | 0.036 | 0.040 | 0.044 | 0.011  | 2691.000  | 6520.000   | 232182.000    | 4940.043  |
| 29     | 0   | 25     | 0   | 4    | 0   | GET    | /api/isu/d85e4370-5ee7-4447-b03f-c781b40867ad/graph | 0.004 | 0.092 | 0.480    | 0.017 | 0.036 | 0.040 | 0.092 | 0.018  | 14.000    | 6539.000   | 117468.000    | 4050.621  |
| 28     | 0   | 24     | 0   | 4    | 0   | GET    | /api/isu/e6511c78-d6b6-4135-9692-ecfac921edbe/graph | 0.008 | 0.092 | 0.456    | 0.016 | 0.028 | 0.032 | 0.092 | 0.017  | 14.000    | 5876.000   | 104597.000    | 3735.607  |
