+--------+-----+--------+-----+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+---------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |   SUM(BODY)   | AVG(BODY) |
+--------+-----+--------+-----+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+---------------+-----------+
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/e2c9fb84-2c7e-40ba-a27c-44c32aa10a33       | 0.616 | 0.616 | 0.616    | 0.616 | 0.616 | 0.616 | 0.616 | 0.000  | 111.000   | 111.000   | 111.000       | 111.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/f48b9bf3-76ea-41ca-ae50-bb20249be753       | 0.368 | 0.368 | 0.368    | 0.368 | 0.368 | 0.368 | 0.368 | 0.000  | 114.000   | 114.000   | 114.000       | 114.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/c002315f-c806-4f0b-aaf5-c08a364b7888       | 0.352 | 0.352 | 0.352    | 0.352 | 0.352 | 0.352 | 0.352 | 0.000  | 114.000   | 114.000   | 114.000       | 114.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/a7e5a2f2-4dcb-429a-b6ab-b48745c36dc3       | 0.268 | 0.268 | 0.268    | 0.268 | 0.268 | 0.268 | 0.268 | 0.000  | 120.000   | 120.000   | 120.000       | 120.000   |
| 2      | 0   | 2      | 0   | 0    | 0   | GET    | /api/isu/ea087809-8983-4670-94d7-4b16f7452f94/graph | 0.096 | 0.408 | 0.504    | 0.252 | 0.408 | 0.408 | 0.408 | 0.156  | 1970.000  | 2162.000  | 4132.000      | 2066.000  |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/a3f6d054-3ce3-48cb-8bff-020de1b63eae       | 0.224 | 0.224 | 0.224    | 0.224 | 0.224 | 0.224 | 0.224 | 0.000  | 117.000   | 117.000   | 117.000       | 117.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/dd93c88a-2956-498b-8c73-1210b67812a5       | 0.200 | 0.200 | 0.200    | 0.200 | 0.200 | 0.200 | 0.200 | 0.000  | 123.000   | 123.000   | 123.000       | 123.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/e0b15c9a-cafb-408f-85e2-15c77191b6b0       | 0.196 | 0.196 | 0.196    | 0.196 | 0.196 | 0.196 | 0.196 | 0.000  | 120.000   | 120.000   | 120.000       | 120.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/bcaac23a-5e08-4b7c-a027-5235e9421e7e       | 0.004 | 0.620 | 0.736    | 0.184 | 0.620 | 0.620 | 0.620 | 0.253  | 132.000   | 132.000   | 528.000       | 132.000   |
| 432    | 0   | 425    | 0   | 7    | 0   | POST   | /api/isu                                            | 0.048 | 0.744 | 74.190   | 0.172 | 0.336 | 0.432 | 0.636 | 0.127  | 0.000     | 144.000   | 51805.000     | 119.919   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/a26f8ea5-6906-493c-8c4d-3d068b1a3bc0/graph | 0.012 | 0.540 | 0.644    | 0.161 | 0.540 | 0.540 | 0.540 | 0.220  | 2164.000  | 2939.000  | 9977.000      | 2494.250  |
| 5      | 0   | 5      | 0   | 0    | 0   | GET    | /api/isu/e7f43a5e-116b-43dc-b637-235c54d4df4a/graph | 0.028 | 0.528 | 0.688    | 0.138 | 0.528 | 0.528 | 0.528 | 0.195  | 2160.000  | 2555.000  | 11883.000     | 2376.600  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/e3d3c494-72f5-4962-92d7-c65420d2bc15       | 0.036 | 0.340 | 0.528    | 0.132 | 0.340 | 0.340 | 0.340 | 0.123  | 126.000   | 126.000   | 504.000       | 126.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | POST   | /initialize                                         | 0.132 | 0.132 | 0.132    | 0.132 | 0.132 | 0.132 | 0.132 | 0.000  | 18.000    | 18.000    | 18.000        | 18.000    |
| 3      | 0   | 3      | 0   | 0    | 0   | GET    | /api/isu/db292af9-94de-4e35-b5c6-70b55e1f152f       | 0.000 | 0.312 | 0.372    | 0.124 | 0.312 | 0.312 | 0.312 | 0.135  | 120.000   | 120.000   | 360.000       | 120.000   |
| 9      | 0   | 9      | 0   | 0    | 0   | GET    | /api/isu/c09ba3d7-8c3a-4265-8832-187e36659a7e/graph | 0.160 | 0.452 | 1.032    | 0.115 | 0.452 | 0.452 | 0.452 | 0.133  | 2249.000  | 3329.000  | 24950.000     | 2772.222  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/a5972f81-9465-4e47-b9c5-1b7118e1b39d       | 0.064 | 0.200 | 0.432    | 0.108 | 0.200 | 0.200 | 0.200 | 0.080  | 117.000   | 117.000   | 468.000       | 117.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/ea64da16-6ef9-4161-ab85-427b9c61fe68       | 0.004 | 0.332 | 0.424    | 0.106 | 0.332 | 0.332 | 0.332 | 0.133  | 126.000   | 126.000   | 504.000       | 126.000   |
| 8      | 0   | 8      | 0   | 0    | 0   | GET    | /api/isu/defc7437-bb73-4aa9-9a05-5097c5c24e70/graph | 0.000 | 0.412 | 0.844    | 0.105 | 0.412 | 0.412 | 0.412 | 0.136  | 2320.000  | 3307.000  | 21859.000     | 2732.375  |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/ea80f99b-3615-44f2-a7ca-572243ca122b       | 0.104 | 0.104 | 0.104    | 0.104 | 0.104 | 0.104 | 0.104 | 0.000  | 123.000   | 123.000   | 123.000       | 123.000   |
| 6      | 0   | 6      | 0   | 0    | 0   | GET    | /api/isu/b7eb768c-622c-4bcc-8d00-ca1c4b2baf10/graph | 0.008 | 0.384 | 0.588    | 0.098 | 0.384 | 0.384 | 0.384 | 0.138  | 2298.000  | 2834.000  | 14959.000     | 2493.167  |
| 2      | 0   | 2      | 0   | 0    | 0   | GET    | /api/isu/e3d3c494-72f5-4962-92d7-c65420d2bc15/graph | 0.068 | 0.128 | 0.196    | 0.098 | 0.128 | 0.128 | 0.128 | 0.030  | 2543.000  | 2551.000  | 5094.000      | 2547.000  |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/b139bec7-f1a8-4fbe-b014-6b72841368d5       | 0.096 | 0.096 | 0.096    | 0.096 | 0.096 | 0.096 | 0.096 | 0.000  | 108.000   | 108.000   | 108.000       | 108.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/dd9969bb-742d-4e19-9c5a-e7af53e814e3/graph | 0.012 | 0.328 | 0.372    | 0.093 | 0.328 | 0.328 | 0.328 | 0.136  | 1970.000  | 3213.000  | 10534.000     | 2633.500  |
| 2      | 0   | 2      | 0   | 0    | 0   | GET    | /api/isu/e5abfa04-8457-4d5e-8b35-5e65191d76c9       | 0.072 | 0.108 | 0.180    | 0.090 | 0.108 | 0.108 | 0.108 | 0.018  | 126.000   | 126.000   | 252.000       | 126.000   |
| 3      | 0   | 3      | 0   | 0    | 0   | GET    | /api/isu/bcaac23a-5e08-4b7c-a027-5235e9421e7e/graph | 0.004 | 0.216 | 0.268    | 0.089 | 0.216 | 0.216 | 0.216 | 0.091  | 2254.000  | 2543.000  | 7153.000      | 2384.333  |
| 3      | 0   | 3      | 0   | 0    | 0   | GET    | /api/isu/a43ae692-a8c9-4105-b179-65635e83c71d       | 0.048 | 0.144 | 0.256    | 0.085 | 0.144 | 0.144 | 0.144 | 0.042  | 126.000   | 126.000   | 378.000       | 126.000   |
| 5      | 0   | 5      | 0   | 0    | 0   | GET    | /api/isu/e32beaad-30af-4bbe-9358-d692f99fffe8       | 0.004 | 0.316 | 0.424    | 0.085 | 0.316 | 0.316 | 0.316 | 0.119  | 123.000   | 123.000   | 615.000       | 123.000   |
| 10     | 0   | 10     | 0   | 0    | 0   | GET    | /api/isu/a81c555e-32b7-4030-9bd3-06455fd64d61/graph | 0.000 | 0.408 | 0.756    | 0.076 | 0.136 | 0.408 | 0.408 | 0.119  | 1970.000  | 3670.000  | 27277.000     | 2727.700  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/c9118a37-1999-4f2b-9d78-4e00663ab8cb       | 0.004 | 0.284 | 0.300    | 0.075 | 0.284 | 0.284 | 0.284 | 0.121  | 126.000   | 126.000   | 504.000       | 126.000   |
| 3      | 0   | 3      | 0   | 0    | 0   | GET    | /api/isu/de0eafbd-1a26-481a-989d-82be2035a4a0/graph | 0.008 | 0.116 | 0.216    | 0.072 | 0.116 | 0.116 | 0.116 | 0.046  | 2356.000  | 2908.000  | 7850.000      | 2616.667  |
| 10     | 0   | 10     | 0   | 0    | 0   | GET    | /api/isu/d7a10e85-11fe-41b3-8015-a3840bd37e88/graph | 0.004 | 0.504 | 0.720    | 0.072 | 0.076 | 0.504 | 0.504 | 0.147  | 1970.000  | 3577.000  | 26713.000     | 2671.300  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/a0702188-5100-4de0-88d2-34eb15dd1de8       | 0.004 | 0.276 | 0.284    | 0.071 | 0.276 | 0.276 | 0.276 | 0.118  | 120.000   | 120.000   | 480.000       | 120.000   |
