+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX  | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
+--------+-----+--------+------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| 3      | 0   | 2      | 0    | 1    | 0   | GET    | /api/isu/c3862563-9023-4631-a55f-c05803869c90/graph | 0.008 | 1.000 | 1.048    | 0.349 | 1.000 | 1.000 | 1.000 | 0.460  | 2691.000  | 4707.000  | 7398.000     | 2466.000  |
| 1      | 0   | 1      | 0    | 0    | 0   | GET    | /api/isu/b625a846-37c0-48a4-b465-6e50aa0e5fee       | 0.256 | 0.256 | 0.256    | 0.256 | 0.256 | 0.256 | 0.256 | 0.000  | 137.000   | 137.000   | 137.000      | 137.000   |
| 12     | 0   | 7      | 0    | 5    | 0   | GET    | /api/isu/b1241072-7de3-4452-89f1-6444c993638d/graph | 0.012 | 1.000 | 2.796    | 0.233 | 0.776 | 1.000 | 1.000 | 0.314  | 14.000    | 6027.000  | 37257.000    | 3104.750  |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/b41351ef-4b82-4e53-a858-ccc20fe8e40d       | 0.048 | 0.320 | 0.904    | 0.226 | 0.320 | 0.320 | 0.320 | 0.106  | 128.000   | 128.000   | 512.000      | 128.000   |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/c634b991-b5d6-4545-be76-285f549993aa/graph | 0.012 | 0.544 | 0.900    | 0.225 | 0.544 | 0.544 | 0.544 | 0.201  | 4027.000  | 5704.000  | 18464.000    | 4616.000  |
| 5      | 0   | 5      | 0    | 0    | 0   | GET    | /api/isu/eca663b7-5715-46a0-8e3b-6700d03478ef       | 0.012 | 0.592 | 1.096    | 0.219 | 0.592 | 0.592 | 0.592 | 0.235  | 129.000   | 129.000   | 645.000      | 129.000   |
| 6      | 0   | 6      | 0    | 0    | 0   | GET    | /api/isu/a8ee421b-a7ae-4986-a360-d1e24d272545       | 0.004 | 0.472 | 1.288    | 0.215 | 0.472 | 0.472 | 0.472 | 0.186  | 143.000   | 143.000   | 858.000      | 143.000   |
| 4      | 0   | 4      | 0    | 0    | 0   | GET    | /api/isu/fb96e970-c28a-4a6a-b986-bb46191bec49       | 0.016 | 0.664 | 0.832    | 0.208 | 0.664 | 0.664 | 0.664 | 0.266  | 140.000   | 140.000   | 560.000      | 140.000   |
| 9      | 0   | 8      | 0    | 1    | 0   | GET    | /api/isu/a8ee421b-a7ae-4986-a360-d1e24d272545/graph | 0.012 | 1.000 | 1.828    | 0.203 | 1.000 | 1.000 | 1.000 | 0.294  | 2691.000  | 6286.000  | 40957.000    | 4550.778  |
